archetype,memory_mb,image_size_mb,invocation_frequency_numeric,traffic_cv,duration_tier_numeric,lambda_cost,fargate_cost,cost_diff,lambda_cheaper
ml-inference,2048,250,50000,0.5,2000,0.012096,0.14811,-0.136014,1
ml-inference,2048,250,50000,0.5,5000,0.011788,0.14811,-0.136322,1
ml-inference,2048,250,50000,2.0,500,0.012403,0.14811,-0.135707,1
ml-inference,2048,250,50000,2.0,2000,0.01136,0.14811,-0.13674999999999998,1
ml-inference,2048,250,50000,2.0,5000,0.012041,0.14811,-0.136069,1
ml-inference,2048,250,50000,4.0,500,0.011543,0.14811,-0.136567,1
ml-inference,2048,250,50000,4.0,2000,0.013042,0.14811,-0.135068,1
ml-inference,2048,250,50000,4.0,5000,0.011814,0.14811,-0.136296,1
ml-inference,2048,250,100000,0.5,500,0.02364,0.14811,-0.12447,1
ml-inference,2048,250,100000,0.5,2000,0.024,0.14811,-0.12411,1
ml-inference,2048,250,100000,0.5,5000,0.024393,0.14811,-0.123717,1
ml-inference,2048,250,100000,2.0,500,0.02319,0.14811,-0.12491999999999999,1
ml-inference,2048,250,100000,2.0,2000,0.023239,0.14811,-0.124871,1
ml-inference,2048,250,100000,2.0,5000,0.023915,0.14811,-0.124195,1
ml-inference,2048,250,100000,4.0,500,0.024268,0.14811,-0.123842,1
ml-inference,2048,250,100000,4.0,2000,0.024763,0.14811,-0.12334699999999998,1
ml-inference,2048,250,100000,4.0,5000,0.024488,0.14811,-0.123622,1
